┌─────────┐
│ Success │
│ boolean │
├─────────┤
│ 0 rows  │
└─────────┘
┌──────────────────┬─────────┬────────────┬────────────────────────┬────────────────────┐
│       city       │   zip   │ year_built │        bldg_psf        │     bench_p25      │
├──────────────────┼─────────┼────────────┼────────────────────────┼────────────────────┤
│ FORT MYERS       │ 33901.0 │ 1968.0     │ 70.1988855550793       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1979.0     │ 70.52147163775071      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1960.0     │ 70.54345449576387      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1982.0     │ 70.82830224956739      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1973.0     │ 70.95065562456867      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1977.0     │ 70.99231097821443      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1980.0     │ 71.0979909799098       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1927.0     │ 71.2174771893519       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1978.0     │ 71.28543956043956      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1990.0     │ 71.89317912218269      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1973.0     │ 71.9215456674473       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1960.0     │ 72.0343397478434       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1970.0     │ 72.1564837905237       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1970.0     │ 72.21541184041185      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1972.0     │ 72.21979381443299      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1964.0     │ 72.56382978723404      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1970.0     │ 72.66458823128556      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1972.0     │ 72.77241607773851      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1963.0     │ 72.77370838117106      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1967.0     │ 72.88796844181459      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1955.0     │ 73.24765258215963      │ 73.29446091624054  │
│ NORTH FORT MYERS │ 33903.0 │ 1950.0     │ 0.004955401387512388   │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ NULL       │ 1.7                    │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1984.0     │ 1.9706717445636466     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1980.0     │ 2.0615842004671903     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1993.0     │ 7.453474676089517      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1984.0     │ 8.863947301748164      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 2005.0     │ 10.146969696969697     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1997.0     │ 12.719115734720416     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1998.0     │ 12.953598484848484     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1985.0     │ 12.998475996951994     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1950.0     │ 13.480421686746988     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 2006.0     │ 14.280656934306569     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1984.0     │ 14.382219593928642     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1984.0     │ 15.34005376344086      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1953.0     │ 15.780103184723993     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1993.0     │ 15.884071830836255     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1996.0     │ 16.196764479494416     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1966.0     │ 16.202507495230307     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1961.0     │ 16.429846646829937     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1973.0     │ 17.911088265530914     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1999.0     │ 18.58982909545644      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1986.0     │ 18.77999060252286      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1946.0     │ 19.13121792857891      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1984.0     │ 19.41931818181818      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1969.0     │ 20.70949263502455      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1954.0     │ 21.213276973014874     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1985.0     │ 21.439356435643564     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1980.0     │ 22.300279329608937     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1999.0     │ 22.60608063450099      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1999.0     │ 23.519900497512438     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1979.0     │ 23.74805615550756      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1977.0     │ 23.882891202149093     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1987.0     │ 24.58818181818182      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1974.0     │ 24.792081244654245     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1997.0     │ 25.119136960600375     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1952.0     │ 25.294328971003335     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1979.0     │ 26.467885551466225     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1950.0     │ 26.70790501644737      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1967.0     │ 27.876444553725104     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1953.0     │ 28.342184368737474     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1994.0     │ 28.690257415809754     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1946.0     │ 29.190820010314596     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1995.0     │ 29.277850877192982     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1946.0     │ 29.962536728697355     │ 48.39484165262613  │
